Sample,qseqid,sseqid,pident,evalue,score,bitscore,length,qstart,qend,sstart,send,stitle,species,query_length
Q61,TRINITY_DN5555_c0_g1_i1,CAJHUB010000616.1,99.284,0,682,1260,698,3,700,86651,87346,"CAJHUB010000616.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro653, whole genome shotgun sequence",Nyctereutes procyonoides,702
Q61,TRINITY_DN56275_c1_g1_i1,CAJHUB010000722.1,99.284,0,683,1262,698,1,698,61865,62562,"CAJHUB010000722.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro749, whole genome shotgun sequence",Nyctereutes procyonoides,698
Q61,TRINITY_DN56162_c0_g1_i1,CAJHUB010000715.1,100,0,683,1262,683,1,683,127279,127961,"CAJHUB010000715.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro742, whole genome shotgun sequence",Nyctereutes procyonoides,683
Q61,TRINITY_DN27248_c0_g1_i1,CAJHUB010000736.1,99.567,0,683,1262,693,1,693,169281,169972,"CAJHUB010000736.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro761, whole genome shotgun sequence",Nyctereutes procyonoides,693
Q61,TRINITY_DN17585_c0_g1_i1,CAJHUB010000664.1,100,0,683,1262,683,1,683,17992,18674,"CAJHUB010000664.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro697, whole genome shotgun sequence",Nyctereutes procyonoides,683
Q61,TRINITY_DN56543_c0_g1_i1,CAJHUB010000599.1,99.854,0,684,1264,687,1,687,78282,78968,"CAJHUB010000599.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro638, whole genome shotgun sequence",Nyctereutes procyonoides,687
Q61,TRINITY_DN72496_c0_g1_i1,CAJHUB010000649.1,99.71,0,684,1264,690,1,690,61040485,61039796,"CAJHUB010000649.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro683, whole genome shotgun sequence",Nyctereutes procyonoides,690
Q61,TRINITY_DN16449_c0_g1_i1,CAJHUB010000592.1,99.427,0,685,1266,698,1,697,27034,27731,"CAJHUB010000592.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro631, whole genome shotgun sequence",Nyctereutes procyonoides,697
Q61,TRINITY_DN41205_c0_g1_i1,CAJHUB010000640.1,99.855,0,685,1266,688,1,688,239746,239059,"CAJHUB010000640.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro675, whole genome shotgun sequence",Nyctereutes procyonoides,688
Q61,TRINITY_DN58290_c0_g1_i1,CAJHUB010000625.1,99.855,0,685,1266,688,3,690,120433,121120,"CAJHUB010000625.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro661, whole genome shotgun sequence",Nyctereutes procyonoides,690
Q61,TRINITY_DN45685_c0_g1_i1,CAJHUB010000757.1,99.711,0,686,1267,693,1,692,76014,76706,"CAJHUB010000757.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro780, whole genome shotgun sequence",Nyctereutes procyonoides,692
Q61,TRINITY_DN13689_c0_g1_i1,CAJHUB010000672.1,99.855,0,686,1267,689,1,689,47084004,47083316,"CAJHUB010000672.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro703, whole genome shotgun sequence",Nyctereutes procyonoides,689
Q61,TRINITY_DN56900_c0_g1_i1,CAJHUB010000718.1,99.013,0,687,1269,709,1,708,142804,142096,"CAJHUB010000718.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro745, whole genome shotgun sequence",Nyctereutes procyonoides,708
Q61,TRINITY_DN72606_c0_g1_i1,CAJHUB010000755.1,100,0,687,1269,687,1,687,66073294,66073980,"CAJHUB010000755.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro779, whole genome shotgun sequence",Nyctereutes procyonoides,687
Q61,TRINITY_DN70063_c0_g1_i1,CAJHUB010000622.1,99.429,0,688,1271,700,14,713,40132,39433,"CAJHUB010000622.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro659, whole genome shotgun sequence",Nyctereutes procyonoides,713
Q61,TRINITY_DN41476_c0_g1_i1,CAJHUB010000724.1,99.712,0,688,1271,694,1,694,161327,160634,"CAJHUB010000724.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro750, whole genome shotgun sequence",Nyctereutes procyonoides,694
Q61,TRINITY_DN27619_c0_g1_i1,CAJHUB010000736.1,99.431,0,689,1273,703,4,703,28838,28136,"CAJHUB010000736.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro761, whole genome shotgun sequence",Nyctereutes procyonoides,703
Q61,TRINITY_DN58662_c0_g1_i1,CAJHUB010000622.1,99.015,0,690,1275,711,1,711,103788,104498,"CAJHUB010000622.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro659, whole genome shotgun sequence",Nyctereutes procyonoides,712
Q61,TRINITY_DN3402_c0_g1_i1,CAJHUB010000711.1,99.153,0,690,1275,708,1,708,39509180,39508473,"CAJHUB010000711.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro739, whole genome shotgun sequence",Nyctereutes procyonoides,708
Q61,TRINITY_DN19705_c0_g1_i1,CAJHUB010000718.1,99.713,0,691,1277,697,1,697,152450,153146,"CAJHUB010000718.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro745, whole genome shotgun sequence",Nyctereutes procyonoides,697
Q61,TRINITY_DN60748_c0_g1_i1,CAJHUB010000718.1,99.018,0,691,1277,713,1,713,144887,144176,"CAJHUB010000718.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro745, whole genome shotgun sequence",Nyctereutes procyonoides,713
Q61,TRINITY_DN30939_c0_g1_i1,CAJHUB010000758.1,99.156,0,691,1277,711,1,708,339326,340036,"CAJHUB010000758.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro781, whole genome shotgun sequence",Nyctereutes procyonoides,708
Q61,TRINITY_DN44579_c0_g1_i1,CAJHUB010000592.1,99.856,0,691,1277,694,1,694,62890,62197,"CAJHUB010000592.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro631, whole genome shotgun sequence",Nyctereutes procyonoides,694
Q61,TRINITY_DN8124_c0_g1_i1,CAJHUB010000758.1,100,0,691,1277,691,1,691,391577,392267,"CAJHUB010000758.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro781, whole genome shotgun sequence",Nyctereutes procyonoides,691
Q61,TRINITY_DN30679_c0_g1_i1,CAJHUB010000724.1,99.856,0,691,1277,694,1,694,207836,207143,"CAJHUB010000724.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro750, whole genome shotgun sequence",Nyctereutes procyonoides,694
Q61,TRINITY_DN71649_c0_g1_i1,CAJHUB010000724.1,99.018,0,692,1279,713,26,738,60378,59666,"CAJHUB010000724.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro750, whole genome shotgun sequence",Nyctereutes procyonoides,738
Q61,TRINITY_DN48865_c0_g1_i1,CAJHUB010000671.1,99.713,0,692,1279,698,1,698,47890596,47891293,"CAJHUB010000671.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro702, whole genome shotgun sequence",Nyctereutes procyonoides,698
Q61,TRINITY_DN14019_c0_g1_i1,CAJHUB010000608.1,99.573,0,693,1280,702,1,702,61861,61160,"CAJHUB010000608.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro646, whole genome shotgun sequence",Nyctereutes procyonoides,702
Q61,TRINITY_DN774_c1_g1_i1,CAJHUB010000752.1,99.714,0,693,1280,699,1,699,5615098,5615796,"CAJHUB010000752.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro776, whole genome shotgun sequence",Nyctereutes procyonoides,699
Q61,TRINITY_DN17669_c0_g1_i1,CAJHUB010000674.1,99.714,0,693,1280,700,1,699,94295,94993,"CAJHUB010000674.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro705, whole genome shotgun sequence",Nyctereutes procyonoides,699
Q61,TRINITY_DN29597_c0_g1_i1,NW_024009717.1,99.02,0,693,1280,714,1,714,17243,17956,"NW_024009717.1 Anas platyrhynchos isolate Z2 breed Pekin duck unplaced genomic scaffold, ZJU1.0 scaffold165, whole genome shotgun sequence",Anas platyrhynchos,714
Q61,TRINITY_DN504_c0_g1_i1,CAJHUB010000671.1,99.573,0,693,1280,702,1,702,34745679,34746380,"CAJHUB010000671.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro702, whole genome shotgun sequence",Nyctereutes procyonoides,702
Q61,TRINITY_DN15495_c0_g1_i1,CAJHUB010000755.1,99.433,0,693,1280,705,1,705,66039460,66038756,"CAJHUB010000755.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro779, whole genome shotgun sequence",Nyctereutes procyonoides,705
Q61,TRINITY_DN42598_c0_g1_i1,CAJHUB010000553.1,99.295,0,694,1282,709,1,709,30044,30752,"CAJHUB010000553.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro597, whole genome shotgun sequence",Nyctereutes procyonoides,709
Q61,TRINITY_DN71264_c0_g1_i1,CAJHUB010000618.1,99.857,0,694,1282,697,1,697,262,958,"CAJHUB010000618.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro655, whole genome shotgun sequence",Nyctereutes procyonoides,701
Q61,TRINITY_DN42243_c0_g1_i1,CAJHUB010000653.1,99.857,0,694,1282,698,1,697,4252644,4251947,"CAJHUB010000653.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro687, whole genome shotgun sequence",Nyctereutes procyonoides,701
Q61,TRINITY_DN2063_c0_g1_i1,CAJHUB010000760.1,99.714,0,694,1282,700,1,700,25034691,25035390,"CAJHUB010000760.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro783, whole genome shotgun sequence",Nyctereutes procyonoides,700
Q61,TRINITY_DN70150_c0_g1_i1,CAJHUB010000260.1,99.573,0,694,1282,703,1,703,4683,5385,"CAJHUB010000260.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro332, whole genome shotgun sequence",Nyctereutes procyonoides,703
Q61,TRINITY_DN13706_c0_g1_i1,CAJHUB010000621.1,99.715,0,694,1282,701,2,701,110680,109981,"CAJHUB010000621.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro658, whole genome shotgun sequence",Nyctereutes procyonoides,701
Q61,TRINITY_DN55728_c0_g1_i1,CAJHUB010000724.1,99.435,0,695,1284,708,1,708,58312,57607,"CAJHUB010000724.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro750, whole genome shotgun sequence",Nyctereutes procyonoides,708
Q61,TRINITY_DN28208_c0_g1_i1,CAJHUB010000621.1,99.574,0,695,1284,704,1,704,111727,111024,"CAJHUB010000621.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro658, whole genome shotgun sequence",Nyctereutes procyonoides,704
Q61,TRINITY_DN73361_c0_g1_i1,CAJHUB010000569.1,100,0,695,1284,695,1,695,39068,39762,"CAJHUB010000569.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro610, whole genome shotgun sequence",Nyctereutes procyonoides,695
Q61,TRINITY_DN70501_c0_g1_i1,CAJHUB010000635.1,99.296,0,695,1284,710,1,710,128817,129526,"CAJHUB010000635.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro670, whole genome shotgun sequence",Nyctereutes procyonoides,716
Q61,TRINITY_DN17322_c0_g1_i1,CAJHUB010000625.1,100,0,696,1286,696,1,696,158903,159598,"CAJHUB010000625.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro661, whole genome shotgun sequence",Nyctereutes procyonoides,696
Q61,TRINITY_DN73968_c0_g1_i1,CAJHUB010000760.1,99.716,0,696,1286,703,1,702,24953166,24952464,"CAJHUB010000760.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro783, whole genome shotgun sequence",Nyctereutes procyonoides,702
Q61,TRINITY_DN70339_c0_g1_i1,CAJHUB010000704.1,99.716,0,696,1286,703,1,703,32825,33525,"CAJHUB010000704.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro732, whole genome shotgun sequence",Nyctereutes procyonoides,703
Q61,TRINITY_DN5859_c0_g1_i1,NW_024010284.1,99.298,0,697,1288,712,1,712,200627,201338,"NW_024010284.1 Anas platyrhynchos isolate Z2 breed Pekin duck unplaced genomic scaffold, ZJU1.0 scaffold82, whole genome shotgun sequence",Anas platyrhynchos,712
Q61,TRINITY_DN46187_c0_g1_i1,CAJHUB010000664.1,99.857,0,697,1288,700,1,700,29470502,29469803,"CAJHUB010000664.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro697, whole genome shotgun sequence",Nyctereutes procyonoides,700
Q61,TRINITY_DN16811_c0_g1_i1,RAQP01000920.1,99.716,0,697,1288,703,3,705,507366,508068,"RAQP01000920.1 Marmota himalayana scaffold920, whole genome shotgun sequence",Marmota himalayana,705
Q61,TRINITY_DN15500_c0_g1_i1,CAJHUB010000672.1,100,0,698,1290,698,1,698,47104474,47103777,"CAJHUB010000672.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro703, whole genome shotgun sequence",Nyctereutes procyonoides,698
Q61,TRINITY_DN903_c0_g1_i1,CAJHUB010000757.1,99.716,0,698,1290,704,1,704,89360,88657,"CAJHUB010000757.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro780, whole genome shotgun sequence",Nyctereutes procyonoides,704
Q61,TRINITY_DN44283_c0_g1_i1,CAJHUB010000757.1,99.857,0,698,1290,701,1,701,82184,82884,"CAJHUB010000757.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro780, whole genome shotgun sequence",Nyctereutes procyonoides,701
Q61,TRINITY_DN60313_c0_g1_i1,CAJHUB010000770.1,99.716,0,698,1290,705,1,704,15413,16117,"CAJHUB010000770.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro792, whole genome shotgun sequence",Nyctereutes procyonoides,704
Q61,TRINITY_DN31778_c0_g1_i1,CAJHUB010000608.1,99.857,0,698,1290,701,1,701,34737,35437,"CAJHUB010000608.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro646, whole genome shotgun sequence",Nyctereutes procyonoides,701
Q61,TRINITY_DN2679_c0_g1_i1,CAJHUB010000711.1,100,0,698,1290,698,1,698,39640867,39640170,"CAJHUB010000711.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro739, whole genome shotgun sequence",Nyctereutes procyonoides,698
Q61,TRINITY_DN2886_c0_g1_i1,CAJHUB010000638.1,99.032,0,699,1291,723,1,719,11385,10664,"CAJHUB010000638.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro673, whole genome shotgun sequence",Nyctereutes procyonoides,719
Q61,TRINITY_DN999_c0_g1_i1,CAJHUB010000758.1,99.438,0,699,1291,712,1,711,224673,225384,"CAJHUB010000758.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro781, whole genome shotgun sequence",Nyctereutes procyonoides,711
Q61,TRINITY_DN16516_c0_g1_i1,CAJHUB010000708.1,99.438,0,699,1291,712,2,713,60235,59525,"CAJHUB010000708.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro736, whole genome shotgun sequence",Nyctereutes procyonoides,713
Q61,TRINITY_DN19371_c0_g1_i1,CAJHUB010000580.1,99.858,0,700,1293,703,1,703,5997,6699,"CAJHUB010000580.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro620, whole genome shotgun sequence",Nyctereutes procyonoides,703
Q61,TRINITY_DN42387_c0_g1_i1,CAJHUB010000638.1,99.438,0,700,1293,712,1,712,26828,27539,"CAJHUB010000638.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro673, whole genome shotgun sequence",Nyctereutes procyonoides,712
Q61,TRINITY_DN27390_c0_g1_i1,CAJHUB010000758.1,99.858,0,700,1293,703,1,703,76632,77334,"CAJHUB010000758.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro781, whole genome shotgun sequence",Nyctereutes procyonoides,703
Q61,TRINITY_DN28906_c0_g1_i1,CAJHUB010000592.1,99.858,0,700,1293,703,1,703,33972,33270,"CAJHUB010000592.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro631, whole genome shotgun sequence",Nyctereutes procyonoides,703
Q61,TRINITY_DN70257_c0_g1_i1,CAJHUB010000622.1,99.439,0,700,1293,713,1,713,47029,47739,"CAJHUB010000622.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro659, whole genome shotgun sequence",Nyctereutes procyonoides,713
Q61,TRINITY_DN14604_c0_g1_i1,CAJHUB010000657.1,99.301,0,700,1293,715,1,715,8723396,8724110,"CAJHUB010000657.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro690, whole genome shotgun sequence",Nyctereutes procyonoides,757
Q61,TRINITY_DN76024_c0_g1_i1,CAJHUB010000758.1,99.717,0,701,1295,707,1,707,411912,411206,"CAJHUB010000758.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro781, whole genome shotgun sequence",Nyctereutes procyonoides,707
Q61,TRINITY_DN74136_c0_g1_i1,CAJHUB010000727.1,99.439,0,701,1295,713,1,713,110773,111485,"CAJHUB010000727.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro753, whole genome shotgun sequence",Nyctereutes procyonoides,713
Q61,TRINITY_DN16612_c0_g1_i1,CAJHUB010000625.1,100,0,701,1295,701,1,701,190046,190746,"CAJHUB010000625.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro661, whole genome shotgun sequence",Nyctereutes procyonoides,701
Q61,TRINITY_DN71650_c0_g1_i1,CAJHUB010000605.1,99.858,0,701,1295,705,1,705,59456,58753,"CAJHUB010000605.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro643, whole genome shotgun sequence",Nyctereutes procyonoides,705
Q61,TRINITY_DN56319_c1_g1_i1,CAJHUB010000608.1,99.858,0,701,1295,704,1,704,26492,25789,"CAJHUB010000608.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro646, whole genome shotgun sequence",Nyctereutes procyonoides,704
Q61,TRINITY_DN45185_c0_g1_i1,CAJHUB010000592.1,99.579,0,702,1297,713,1,713,27734,27025,"CAJHUB010000592.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro631, whole genome shotgun sequence",Nyctereutes procyonoides,713
Q61,TRINITY_DN15730_c0_g1_i1,CAJHUB010000588.1,99.036,0,702,1297,726,6,727,5368,4644,"CAJHUB010000588.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro628, whole genome shotgun sequence",Nyctereutes procyonoides,727
Q61,TRINITY_DN15132_c0_g1_i1,CAJHUB010000718.1,99.579,0,702,1297,712,1,712,155323,156033,"CAJHUB010000718.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro745, whole genome shotgun sequence",Nyctereutes procyonoides,721
Q61,TRINITY_DN27481_c0_g1_i1,CAJHUB010000724.1,99.578,0,702,1297,711,1,711,202453,203163,"CAJHUB010000724.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro750, whole genome shotgun sequence",Nyctereutes procyonoides,714
Q61,TRINITY_DN20482_c0_g1_i1,CAJHUB010000693.1,99.718,0,702,1297,709,1,707,19109,19817,"CAJHUB010000693.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro722, whole genome shotgun sequence",Nyctereutes procyonoides,707
Q61,TRINITY_DN315_c0_g1_i1,CAJHUB010000633.1,100,0,703,1299,703,1,703,7029,6327,"CAJHUB010000633.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro669, whole genome shotgun sequence",Nyctereutes procyonoides,703
Q61,TRINITY_DN17158_c0_g1_i1,CAJHUB010000718.1,99.579,0,703,1299,712,1,712,153149,152438,"CAJHUB010000718.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro745, whole genome shotgun sequence",Nyctereutes procyonoides,712
Q61,TRINITY_DN72764_c0_g1_i1,CAJHUB010000758.1,99.718,0,704,1301,710,1,710,372971,373680,"CAJHUB010000758.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro781, whole genome shotgun sequence",Nyctereutes procyonoides,710
Q61,TRINITY_DN9715_c0_g1_i1,CAJHUB010000625.1,100,0,704,1301,704,1,704,133599,134302,"CAJHUB010000625.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro661, whole genome shotgun sequence",Nyctereutes procyonoides,704
Q61,TRINITY_DN62253_c0_g1_i1,CAJHUB010000789.1,99.04,0,705,1303,729,1,724,32096043,32095315,"CAJHUB010000789.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro809, whole genome shotgun sequence",Nyctereutes procyonoides,724
Q61,TRINITY_DN28663_c0_g1_i1,CAJHUB010000619.1,99.58,0,705,1303,714,1,714,52946,53659,"CAJHUB010000619.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro656, whole genome shotgun sequence",Nyctereutes procyonoides,714
Q61,TRINITY_DN55837_c0_g1_i1,CAJHUB010000622.1,99.719,0,706,1304,713,1,713,33117,32406,"CAJHUB010000622.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro659, whole genome shotgun sequence",Nyctereutes procyonoides,715
Q61,TRINITY_DN16640_c0_g1_i1,CAJHUB010000715.1,99.719,0,706,1304,713,1,713,54462,53752,"CAJHUB010000715.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro742, whole genome shotgun sequence",Nyctereutes procyonoides,713
Q61,TRINITY_DN41821_c0_g1_i1,CAJHUB010000744.1,100,0,707,1306,707,1,707,103544,104250,"CAJHUB010000744.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro769, whole genome shotgun sequence",Nyctereutes procyonoides,707
Q61,TRINITY_DN1455_c0_g1_i1,CAJHUB010000696.1,99.444,0,708,1308,720,1,720,45268,45987,"CAJHUB010000696.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro725, whole genome shotgun sequence",Nyctereutes procyonoides,720
Q61,TRINITY_DN14390_c0_g1_i1,CAJHUB010000672.1,100,0,709,1310,709,1,709,47113236,47112528,"CAJHUB010000672.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro703, whole genome shotgun sequence",Nyctereutes procyonoides,709
Q61,TRINITY_DN289_c0_g1_i1,CAJHUB010000580.1,100,0,709,1310,709,1,709,33432,34140,"CAJHUB010000580.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro620, whole genome shotgun sequence",Nyctereutes procyonoides,709
Q61,TRINITY_DN28072_c0_g1_i1,CAJHUB010000693.1,99.72,0,709,1310,715,1,715,48696,47982,"CAJHUB010000693.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro722, whole genome shotgun sequence",Nyctereutes procyonoides,720
Q61,TRINITY_DN60998_c0_g1_i1,CAJHUB010000664.1,99.86,0,709,1310,712,1,712,29469804,29470515,"CAJHUB010000664.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro697, whole genome shotgun sequence",Nyctereutes procyonoides,712
Q61,TRINITY_DN57979_c0_g1_i1,CAJHUB010000608.1,99.721,0,709,1310,716,1,716,89484,88770,"CAJHUB010000608.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro646, whole genome shotgun sequence",Nyctereutes procyonoides,716
Q61,TRINITY_DN56487_c0_g1_i1,CAJHUB010000754.1,99.72,0,709,1310,715,3,717,22481536,22482250,"CAJHUB010000754.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro778, whole genome shotgun sequence",Nyctereutes procyonoides,717
Q61,TRINITY_DN72596_c0_g1_i1,CAJHUB010000760.1,100,0,709,1310,709,1,709,24982464,24983172,"CAJHUB010000760.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro783, whole genome shotgun sequence",Nyctereutes procyonoides,709
Q61,TRINITY_DN3023_c0_g1_i1,CAJHUB010000736.1,100,0,710,1312,710,1,710,178363,179072,"CAJHUB010000736.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro761, whole genome shotgun sequence",Nyctereutes procyonoides,710
Q61,TRINITY_DN55812_c0_g1_i1,CAJHUB010000260.1,99.721,0,710,1312,717,3,717,6156,5440,"CAJHUB010000260.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro332, whole genome shotgun sequence",Nyctereutes procyonoides,717
Q61,TRINITY_DN43192_c0_g1_i1,CAJHUB010000765.1,99.042,0,710,1312,731,1,731,299290,300020,"CAJHUB010000765.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro788, whole genome shotgun sequence",Nyctereutes procyonoides,731
Q61,TRINITY_DN2548_c0_g1_i1,CAJHUB010000647.1,99.721,0,710,1312,717,1,716,84833,84117,"CAJHUB010000647.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro681, whole genome shotgun sequence",Nyctereutes procyonoides,716
Q61,TRINITY_DN27994_c0_g1_i1,NC_051777.1,99.447,0,711,1314,723,33,755,1396,2118,"NC_051777.1 Anas platyrhynchos isolate Z2 breed Pekin duck chromosome 6, ZJU1.0, whole genome shotgun sequence",Anas platyrhynchos,755
Q61,TRINITY_DN15180_c0_g1_i1,CAJHUB010000765.1,99.86,0,711,1314,714,1,714,122982,123695,"CAJHUB010000765.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro788, whole genome shotgun sequence",Nyctereutes procyonoides,720
Q61,TRINITY_DN78759_c0_g1_i1,CAJHUB010000622.1,99.044,0,711,1314,732,1,732,99996,100727,"CAJHUB010000622.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro659, whole genome shotgun sequence",Nyctereutes procyonoides,732
Q61,TRINITY_DN13884_c0_g1_i1,CAJHUB010000765.1,99.045,0,711,1314,733,1,732,248876,249608,"CAJHUB010000765.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro788, whole genome shotgun sequence",Nyctereutes procyonoides,751
Q61,TRINITY_DN58775_c0_g1_i1,CAJHUB010000607.1,99.312,0,711,1314,727,1,727,42901,43626,"CAJHUB010000607.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro645, whole genome shotgun sequence",Nyctereutes procyonoides,727
Q61,TRINITY_DN56239_c0_g1_i1,CAJHUB010000653.1,99.584,0,712,1315,722,1,721,4035599,4036320,"CAJHUB010000653.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro687, whole genome shotgun sequence",Nyctereutes procyonoides,721
Q61,TRINITY_DN0_c2_g1_i1,CAJHUB010000758.1,100,0,713,1317,713,1,713,265547,266259,"CAJHUB010000758.1 Nyctereutes procyonoides isolate TBG_1078 genome assembly, contig: Nypro781, whole genome shotgun sequence",Nyctereutes procyonoides,713
