,Sample ID,Lab code,Sampling date,Sample_location,Street No.,Vendor No.,edge_case,Stall_corrected,Stall_corrected_merged,Sample type,Sample information,SARS-CoV-2 qPCR result,Latitude,Longitude,Stall_corrected_latitude,Stall_corrected_longitude,Stall_merged_latitude,Stall_merged_longitude
821,Env_0749,WS-3-1,05/02/2020,East,,,,East|NA|NA,East|NA|NA,Sewage,Sewage well,Negative,,,,,,
822,Env_0750,WS-3-2,05/02/2020,East,,,,East|NA|NA,East|NA|NA,Sewage,Sewage well,Positive,,,,,,
823,Env_0751,WS-4-1,05/02/2020,East,,,,East|NA|NA,East|NA|NA,Sewage,Sewage well,Negative,,,,,,
824,Env_0752,WS-4-2,05/02/2020,East,,,,East|NA|NA,East|NA|NA,Sewage,Sewage well,Positive,,,,,,
814,Env_0742,WS-1-1,05/02/2020,West,,,,West|NA|NA,West|NA|NA,Sewage,Sewage well,Positive,,,,,,
815,Env_0743,WS-1-2,05/02/2020,West,,,,West|NA|NA,West|NA|NA,Sewage,Sewage well,Positive,,,,,,
816,Env_0744,WS-1-3,05/02/2020,West,,,,West|NA|NA,West|NA|NA,Sewage,Sewage well,Positive,,,,,,
817,Env_0745,WS-1-4,05/02/2020,West,,,,West|NA|NA,West|NA|NA,Sewage,Sewage well,Positive,,,,,,
818,Env_0746,WS-2-1,05/02/2020,West,,,,West|NA|NA,West|NA|NA,Sewage,Sewage well,Positive,,,,,,
819,Env_0747,WS-2-2,05/02/2020,West,,,,West|NA|NA,West|NA|NA,Sewage,Sewage well,Positive,,,,,,
820,Env_0748,WS-2-3,05/02/2020,West,,,,West|NA|NA,West|NA|NA,Sewage,Sewage well,Positive,,,,,,
490,Env_0810,EWS-1#-1,15/02/2020,East,,,,East|NA|NA,East|NA|NA,Sewage,Sewage well,Negative,,,,,,
491,Env_0811,EWS-1#-2,15/02/2020,East,,,,East|NA|NA,East|NA|NA,Sewage,Sewage well,Negative,,,,,,
492,Env_0812,EWS-2#-1,15/02/2020,East,,,,East|NA|NA,East|NA|NA,Sewage,Sewage well,Negative,,,,,,
493,Env_0813,EWS-2#-2,15/02/2020,East,,,,East|NA|NA,East|NA|NA,Sewage,Sewage well,Positive,,,,,,
494,Env_0814,EWS-3#-1,15/02/2020,East,,,,East|NA|NA,East|NA|NA,Sewage,Sewage well,Negative,,,,,,
495,Env_0815,EWS-3#-2,15/02/2020,East,,,,East|NA|NA,East|NA|NA,Sewage,Sewage well,Positive,,,,,,
826,Env_0830,wws-1#-0,15/02/2020,West,1,,,West|1|NA,West|1|NA,Sewage,Sewage well,Positive,,,,,,
825,Env_0816,WWS-1#,15/02/2020,West,,,,West|NA|NA,West|NA|NA,Sewage,Sewage well,Positive,,,,,,
827,Env_0817,WWS-1#-2,15/02/2020,West,,,,West|NA|NA,West|NA|NA,Sewage,Sewage well,Positive,,,,,,
828,Env_0818,WWS-1#-3,15/02/2020,West,,,,West|NA|NA,West|NA|NA,Sewage,Sewage well,Positive,,,,,,
829,Env_0819,WWS-2#-1,15/02/2020,West,,,,West|NA|NA,West|NA|NA,Sewage,Sewage well,Negative,,,,,,
830,Env_0820,WWS-2#-2,15/02/2020,West,,,,West|NA|NA,West|NA|NA,Sewage,Sewage well,Positive,,,,,,
831,Env_0821,WWS-2#-3,15/02/2020,West,,,,West|NA|NA,West|NA|NA,Sewage,Sewage well,Positive,,,,,,
776,Env_0758,Outside-1,09/02/2020,West,1,,,West|1|NA,West|1|NA,Water drain,Water drain,Negative,,,,,,
832,Env_0762,zong-1,09/02/2020,West,1,,,West|1|NA,West|1|NA,Water drain,Water drain,Positive,30.619249,114.257184,,,,
800,Env_0763,Vertical-3,09/02/2020,West,3,,,West|3|NA,West|3|NA,Water drain,Water drain,Negative,,,,,,
777,Env_0759,Outside-5,09/02/2020,West,5,,,West|5|NA,West|5|NA,Water drain,Water drain,Negative,,,,,,
801,Env_0764,Vertical-5,09/02/2020,West,5,,,West|5|NA,West|5|NA,Water drain,Water drain,Negative,,,,,,
778,Env_0760,Outside-7,09/02/2020,West,7,,,West|7|NA,West|7|NA,Water drain,Water drain,Negative,,,,,,
802,Env_0765,Vertical-7,09/02/2020,West,7,,,West|7|NA,West|7|NA,Water drain,Water drain,Negative,,,,,,
779,Env_0761,Outside-9,09/02/2020,West,9,,,West|9|NA,West|9|NA,Water drain,Water drain,Negative,,,,,,
803,Env_0766,Vertical-9,09/02/2020,West,9,,,West|9|NA,West|9|NA,Water drain,Water drain,Negative,,,,,,
398,Env_0822,E-4-3.5,15/02/2020,East,4,3-5,,East|4|3-5,East|4|5-7-9,Water drain,Water drain,Negative,30.619623,114.257613,,,,
399,Env_0823,E-4-7.9,15/02/2020,East,4,7-9,,East|4|7-9,East|4|5-7-9,Water drain,Water drain,Negative,30.619642,114.257682,,,,
400,Env_0824,E-5-17,15/02/2020,East,5,17,,East|5|17,East|5|17,Water drain,Water drain,Negative,30.619749,114.257786,,,,
812,Env_0829,w-zong-1,15/02/2020,West,1,,,West|1|NA,West|1|NA,Water drain,Water drain,Positive,30.619137,114.256717,,,,
804,Env_0825,w-10-4,15/02/2020,West,10,4,,West|10|4,West|10|4,Water drain,Water drain,Negative,30.619917,114.25683,,,,
805,Env_0826,w-4-28,15/02/2020,West,4,28,,West|4|28,West|4|28,Water drain,Water drain,Negative,30.619323,114.256572,,,,
806,Env_0827,w-6-29-32,15/02/2020,West,6,29-32,,West|6|29-32,West|6|29-32,Water drain,Water drain,Negative,30.619504,114.256459,,,,
807,Env_0828,w-6-29-33,15/02/2020,West,6,29-33,,West|6|29-33,West|6|29-31-33,Water drain,Water drain,Positive,30.619493,114.256462,,,,
8,Env_0643,1-27-12,27/01/2020,West,1,2,,West|1|2,West|1|2,Water drain,Water drain,Negative,30.619225,114.257079,,,,
9,Env_0644,1-27-13,27/01/2020,West,1,7-9,,West|1|7-9,West|1|7-9,Water drain,Water drain,Negative,30.619201,114.256977,,,,
30,Env_0665,1-27-40,27/01/2020,West,10,31,,West|10|31,West|10|29-31,Water drain,Water drain,Negative,30.619808,114.256361,,,,
29,Env_0664,1-27-37,27/01/2020,West,10,4,,West|10|4,West|10|4,Water drain,Water drain,Positive,30.619917,114.25683,,,,
28,Env_0663,1-27-36,27/01/2020,West,10,9,,West|10|9,West|10|9,Water drain,Water drain,Negative,30.619899,114.256743,,,,
31,Env_0666,1-27-41,27/01/2020,West,11,2,,West|11|2,West|11|2,Water drain,Water drain,Negative,30.620004,114.256835,,,,
32,Env_0667,1-27-43,27/01/2020,West,11,32,,West|11|32,West|11|32,Water drain,Water drain,Negative,30.619886,114.256341,,,,
41,Env_0676,1-27-54,27/01/2020,West,11,6,,West|11|6,West|11|6,Water drain,Water drain,Negative,30.619991,114.256779,,,,
34,Env_0669,1-27-45,27/01/2020,West,12,19,,West|12|19,West|12|19,Water drain,Water drain,Negative,30.62002,114.25655,,,,
33,Env_0668,1-27-44,27/01/2020,West,12,35,,West|12|35,West|12|35,Water drain,Water drain,Negative,30.619949,114.256258,,,,
35,Env_0670,1-27-48,27/01/2020,West,12,36-38,,West|12|36-38,West|12|36-38,Water drain,Water drain,Negative,30.619947,114.256243,,,,
43,Env_0677,1-27-56,27/01/2020,West,13,40-42,,West|13|40-42,West|13|40-42,Water drain,Water drain,Negative,30.620029,114.256249,,,,
36,Env_0671,1-27-49,27/01/2020,West,13,7-8,,West|13|7-8,West|13|7-8,Water drain,Water drain,Negative,30.62016,114.256786,,,,
44,Env_0678,1-27-57,27/01/2020,West,14,41,,West|14|41,West|14|41,Water drain,Water drain,Negative,30.620107,114.25621,,,,
15,Env_0650,1-27-19,27/01/2020,West,15,19-21,,West|15|19-21,West|15|19-21,Water drain,Water drain,Negative,30.620214,114.256181,,,,
38,Env_0673,1-27-51,27/01/2020,West,15,20,,West|15|20,West|15|20,Water drain,Water drain,Negative,30.620253,114.256568,,,,
39,Env_0674,1-27-52,27/01/2020,West,15,22,,West|15|22,West|15|22,Water drain,Water drain,Negative,30.620243,114.256536,,,,
37,Env_0672,1-27-50,27/01/2020,West,15,9-11,,West|15|9-11,West|15|9-11,Water drain,Water drain,Negative,30.620307,114.256528,,,,
10,Env_0645,1-27-14,27/01/2020,West,2,1-3,,West|2|1-3,West|2|1-3,Water drain,Water drain,Negative,30.61929,114.257044,,,,
11,Env_0646,1-27-15,27/01/2020,West,2,16-18,,West|2|16-18,West|2|16-18,Water drain,Water drain,Negative,30.619243,114.256841,,,,
7,Env_0642,1-27-11,27/01/2020,West,3,13,,West|3|13,West|3|13,Water drain,Water drain,Negative,30.619333,114.256855,,,,
45,Env_0641,1-27-9,27/01/2020,West,3,4,,West|3|4,West|3|4,Water drain,Water drain,Negative,30.619445,114.256977,,,,
13,Env_0648,1-27-17,27/01/2020,West,4,1,,West|4|1,West|4|1,Water drain,Water drain,Negative,30.619453,114.257005,,,,
12,Env_0647,1-27-16,27/01/2020,West,4,22,,West|4|22,West|4|22,Water drain,Water drain,Negative,30.619384,114.256716,,,,
14,Env_0649,1-27-18,27/01/2020,West,5,4,,West|5|4,West|5|4,Water drain,Water drain,Negative,30.619526,114.256952,,,,
16,Env_0651,1-27-20,27/01/2020,West,5,,,West|5|NA,West|5|NA,Water drain,Water drain,Negative,,,,,,
18,Env_0653,1-27-22,27/01/2020,West,6,24,,West|6|24,West|6|24,Water drain,Water drain,Negative,30.619536,114.256639,,,,
25,Env_0660,1-27-33,27/01/2020,West,6,29-33,,West|6|29-33,West|6|29-31-33,Water drain,Water drain,Positive,30.619493,114.256462,,,,
17,Env_0652,1-27-21,27/01/2020,West,6,9,,West|6|9,West|6|9,Water drain,Water drain,Negative,30.619583,114.25684,,,,
19,Env_0654,1-27-24,27/01/2020,West,7,15-17,,West|7|15-17,West|7|15-17,Water drain,Water drain,Negative,30.619637,114.256716,,,,
20,Env_0655,1-27-25,27/01/2020,West,7,2-4,,West|7|2-4,West|7|2-4,Water drain,Water drain,Negative,30.619686,114.256917,,,,
22,Env_0657,1-27-28,27/01/2020,West,7,34,,West|7|34,West|7|34,Water drain,Water drain,Negative,30.619565,114.256409,,,,
24,Env_0659,1-27-31,27/01/2020,West,8,11-13,,West|8|11-13,West|8|11-13,Water drain,Water drain,Negative,30.619728,114.25675,,,,
21,Env_0656,1-27-26,27/01/2020,West,8,32-36,,West|8|32-36,West|8|32-36,Water drain,Water drain,Negative,30.619644,114.256387,,,,
23,Env_0658,1-27-30,27/01/2020,West,8,6-8,,West|8|6-8,West|8|6-8,Water drain,Water drain,Negative,30.61975,114.256837,,,,
26,Env_0661,1-27-34,27/01/2020,West,9,1-3,,West|9|1-3,West|9|1-3,Water drain,Water drain,Negative,30.619843,114.256871,,,,
27,Env_0662,1-27-35,27/01/2020,West,9,34-36,,West|9|34-36,West|9|34-36,Water drain,Water drain,Negative,30.619718,114.256345,,,,
40,Env_0675,1-27-53,27/01/2020,West,9,9-13,,West|9|9-13,West|9|9-13,Water drain,Water drain,Negative,30.619813,114.256741,,,,
58,Env_0698,1-29-20,29/01/2020,East,10,5,,East|10|5,East|10|5,Water drain,Water drain,Negative,30.6201,114.257491,,,,
53,Env_0694,1-29-16,29/01/2020,East,11,13,,East|11|13,East|11|7-13,Water drain,Water drain,Negative,30.620253,114.257567,,,,
59,Env_0699,1-29-21,29/01/2020,East,11,29,,East|11|29,East|11|29,Water drain,Water drain,Negative,30.620352,114.257999,,,,
62,Env_0702,1-29-24,29/01/2020,East,11,7-13,,East|11|7-13,East|11|7-13,Water drain,Water drain,Negative,30.620245,114.257525,,,,
42,Env_0704,1-27-55,29/01/2020,East,13,18-20,As far as I know there is no Street 13 and I cannot place this sample on the map.,East|13|18-20,East|13|18-20,Water drain,Water drain,Negative,,,,,,
46,Env_0679,1-29-1,29/01/2020,East,2,5-7-9,,East|2|5-7-9,East|2|5-7-9,Water drain,Water drain,Negative,30.619479,114.257718,,,,
57,Env_0680,1-29-2,29/01/2020,East,2,50-52,,East|2|50-52,East|2|50-52,Water drain,Water drain,Negative,30.619647,114.258419,,,,
64,Env_0681,1-29-3,29/01/2020,East,3,52,,East|3|52,East|3|52,Water drain,Water drain,Negative,30.619728,114.258411,,,,
67,Env_0684,1-29-6,29/01/2020,East,4,16,,East|4|16,East|4|16,Water drain,Water drain,Negative,30.619662,114.257783,,,,
66,Env_0683,1-29-5,29/01/2020,East,4,36,,East|4|36,East|4|36,Water drain,Water drain,Negative,30.619752,114.258162,,,,
65,Env_0682,1-29-4,29/01/2020,East,4,5-7-9,,East|4|5-7-9,East|4|5-7-9,Water drain,Water drain,Positive,30.619637,114.25767,,,,
69,Env_0686,1-29-8,29/01/2020,East,5,11,,East|5|11,East|5|11,Water drain,Water drain,Positive,30.61973,114.257703,,,,
68,Env_0685,1-29-7,29/01/2020,East,5,42,,East|5|42,East|5|42,Water drain,Water drain,Negative,30.619852,114.258222,,,,
47,Env_0688,1-29-10,29/01/2020,East,6,17-19,,East|6|17-19,East|6|17-19,Water drain,Water drain,Negative,30.619831,114.257774,,,,
70,Env_0687,1-29-9,29/01/2020,East,6,35,,East|6|35,East|6|35,Water drain,Water drain,Negative,30.619911,114.258112,,,,
48,Env_0689,1-29-11,29/01/2020,East,7,30,,East|7|30,East|7|30,Water drain,Water drain,Negative,30.619968,114.258003,,,,
49,Env_0690,1-29-12,29/01/2020,East,7,8,,East|7|8,East|7|8,Water drain,Water drain,Negative,30.61987,114.257595,,,,
51,Env_0692,1-29-14,29/01/2020,East,8,12,,East|8|12,East|8|12,Water drain,Water drain,Negative,30.619964,114.257628,,,,
50,Env_0691,1-29-13,29/01/2020,East,8,38,,East|8|38,East|8|38,Water drain,Water drain,Negative,30.620073,114.258089,,,,
55,Env_0696,1-29-18,29/01/2020,East,9,11,,East|9|11,East|9|11,Water drain,Water drain,Negative,30.62004,114.257604,,,,
56,Env_0697,1-29-19,29/01/2020,East,9,35,,East|9|35,East|9|35,Water drain,Water drain,Negative,30.620145,114.258036,,,,
54,Env_0695,1-29-17,29/01/2020,East,9,51,,East|9|51,East|9|51,Water drain,Water drain,Negative,30.620198,114.258261,,,,
